,Performer,Song,Explicit Content,Track Popularity
17008,Kodak Black Featuring Lil Pump,Gnarly,True,67.0
17009,Chuck Berry,Joe Joe Gunne,,
17010,Billy Vaughn And His Orchestra,Hawaiian War Chant,,
17011,Poni-Tails,I'll Be Seeing You,False,10.0
17012,Jamie Horton,My Little Marine,,
17013,Johnny Cash And The Tennessee Two,Down The Street To 301,,
17014,Jack Scott,Is There Something On Your Mind,False,8.0
17015,Lenny Miles,In Between Tears,False,2.0
17016,James Brown And The Famous Flames,Mashed Potatoes U.S.A.,,
17017,Johnny Tillotson,I'm So Lonesome I Could Cry,False,13.0
17018,Bobby Comstock,Let's Stomp,False,3.0
17019,Jimmy McGriff,Kiko,False,8.0
17020,Major Lance,It Ain't No Use,False,10.0
17021,Garnet Mimms,Look Away,False,6.0
17022,Thee Midniters,Land Of A Thousand Dances (Part I),,
17023,The O'Jays,Lipstick Traces (On A Cigarette),,
17024,Joe Tex,One Monkey Don't Stop No Show,False,4.0
17025,The Kids Next Door,Inky Dinky Spider (The Spider Song),,
17026,Little Anthony And The Imperials,Hurt,False,33.0
17027,Jr. Walker & The All Stars,Money (That's What I Want) (Part 1),,
17028,J.J. Jackson,I Dig Girls,,
17029,Jackie Wilson,I've Lost You,False,25.0
17030,The Choir,It's Cold Outside,False,15.0
17031,Dusty Springfield,Give Me Time,False,11.0
17032,Bettye Swann,Fall In Love With Me,False,15.0
17033,John Fred And The Playboys,Hey Hey Bunny,,
17034,Dyke And The Blazers,Funky Walk Part I (East),,
17035,King Curtis & The Kingpins,I Heard It Thru The Grapevine,,
17036,Gene Chandler & Barbara Acklin,From The Teacher To The Preacher,False,2.0
17037,Sagittarius,In My Room,False,8.0
17038,The Cascades,Maybe The Rain Will Fall,,
17039,Spiral Starecase,No One For Me To Turn To,False,18.0
17040,Joe Simon,Farther On Down The Road,False,8.0
17041,Charley Pride,I Can't Believe That You've Stopped Loving Me,False,22.0
17042,Frijid Pink,Heartbreak Hotel,,
17043,Salvage,Hot Pants,,
17044,Jerry Butler,How Did We Lose It Baby,False,8.0
17045,Diana Ross,I'm Still Waiting,False,42.0
17046,Manfred Mann's Earth Band,Living Without You,False,8.0
17047,Vigrass & Osborne,Men Of Learning,,
17048,Tommy James,Love Song,False,4.0
17049,Five Man Electrical Band,Money Back Guarantee,False,11.0
17050,Lois Fletcher,I Am What I Am,,
17051,East L.A. Car Pool,Like They Say In L.A.,,
17052,Mike Post,Manhattan Spiritual,,
17053,Bad Company,Honey Child,False,28.0
17054,"Hamilton, Joe Frank & Dennison",Light Up The World With Sunshine,,
17055,Carpenters,Goofus,False,27.0
17056,Gino Vannelli,Love Of My Life,False,23.0
17057,Robert Palmer,"Man Smart, Woman Smarter",False,26.0
17058,Graham Parker And The Rumour,Hold Back The Night,False,14.0
17059,Paul Anka,My Best Friend's Wife,False,9.0
17060,The 4 Seasons,Down The Hall,False,16.0
17061,Jesse Winchester,Nothing But A Breeze,False,23.0
17062,Heart,Little Queen,False,38.0
17063,The Jacksons,Goin' Places,False,25.0
17064,Journey,Lights,False,60.0
17065,The Moody Blues,Driftwood,False,34.0
17066,Badfinger,Love Is Gonna Come At Last,False,19.0
17067,Ian Hunter,Just Another Night,False,29.0
17068,Deniece Williams,I've Got The Next Dance,False,29.0
17069,Hotel,Hold On To The Night,False,1.0
17070,Pages,I Do Believe In You,False,17.0
17071,Narada Michael Walden,I Shoulda Loved Ya,False,40.0
17072,Starland Vocal Band,Loving You With My Eyes,,
17073,The Marshall Tucker Band,It Takes Time,False,26.0
17074,Ray Kennedy,Just For The Moment,False,8.0
17075,The Motors,Love And Loneliness,False,16.0
17076,Russ Ballard,On The Rebound,False,27.0
17077,The Kingbees,My Mistake,False,21.0
17078,Amii Stewart & Johnny Bristol,My Guy/My Girl,,
17079,The Rings,Let Me Go,False,6.0
17080,Eric Hine,Not Fade Away,,
17081,Tierra,La La Means I Love You,False,9.0
17082,Fred Parris & The Five Satins,Memories Of Days Gone By,,
17083,Scorpions,No One Like You,False,61.0
17084,Foreigner,Luanne,False,38.0
17085,Christopher Atkins,How Can I Live Without Her,,
17086,Aretha Franklin,Get It Right,False,44.0
17087,Jim Capaldi,Living On The Edge,False,10.0
17088,Electric Light Orchestra,Four Little Diamonds,False,46.0
17089,Duke Jupiter,Little Lady,,
17090,Patrice Rushen,Feels So Real (Won't Let Go),False,46.0
17091,Joe Jackson,Happy Ending,False,40.0
17092,Billy Squier,Eye On You,False,18.0
17093,Tommy Shaw,Lonely School,False,8.0
17094,Marillion,Kayleigh,False,59.0
17095,Eurythmics,It's All Right (Baby's Coming Back),,
17096,Fine Young Cannibals,Johnny Come Home,False,56.0
17097,Wild Blue,Fire With Fire,False,13.0
17098,The Cure,Hot Hot Hot!!!,False,32.0
17099,Tony Terry,Forever Yours,,
17100,Blue Zone U.K.,Jackie,,
17101,John Mellencamp,Jackie Brown,False,37.0
17102,Donna Summer,Love's About to Change My Heart,False,28.0
17103,Donny Osmond,Hold On,,
17104,Grayson Hugh & Betty Wright,"How 'Bout Us (From ""True Love"")",,
17105,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul,False,25.0
17106,Little Caesar,In Your Arms,False,20.0
17107,The Rembrandts,Johnny Have You Seen Her?,False,13.0
17108,Neal McCoy,No Doubt About It,False,50.0
17109,Cleopatra,Life Ain't Easy,False,25.0
17110,Backstreet Boys,Just Want You To Know,False,55.0
17111,Korn Featuring Amy Lee,Freak On A Leash (Unplugged),False,41.0
17112,Death Cab For Cutie,I Will Possess Your Heart,False,57.0
17113,Kris Allen,Live Like We're Dying,False,54.0
17114,3OH!3 Featuring Neon Hitch,Follow Me Down,False,38.0
17115,Rise Against,Help Is On The Way,False,60.0
17116,Big Sean Featuring Chris Brown,My Last,True,59.0
17117,Nickelback,Lullaby,False,65.0
17118,Calvin Harris Featuring Ne-Yo,Let's Go,False,66.0
17119,Pusha T Kanye West,New God Flow,True,55.0
17120,Karmin,Hello,False,50.0
17121,Danielle Bradbery,Grandpa (Tell Me 'Bout The Good Old Days),False,29.0
17122,R. Kelly Featuring 2 Chainz,My Story,True,36.0
17123,B.o.B Featuring Priscilla,John Doe,False,47.0
17124,Drake & Future,I'm The Plug,True,58.0
17125,Sam Hunt,Drinkin' Too Much,False,52.0
17126,Mariah Carey Featuring YG,I Don't,False,51.0
17127,Chris Stapleton,Either Way,False,61.0
17128,"Tyler, The Creator",OKRA,True,67.0
17129,Billie Eilish & Khalid,Lovely,False,91.0
17130,Trippie Redd Featuring Kodie Shane,Negative Energy,True,65.0
17131,Big Bopper,Little Red Riding Hood,False,31.0
17132,Chuck Berry,Merry Christmas Baby,False,49.0
17133,Annette,Jo-Jo The Dog-Faced Boy,,
17134,The Wailers,Mau-Mau,,
17135,Little Anthony And The Imperials,My Empty Room,False,2.0
17136,Little Willie John,Heartbreak (It's Hurtin' Me),False,9.0
17137,Ben E. King,First Taste Of Love,False,28.0
17138,Clyde McPhatter,I Never Knew,False,3.0
17139,Little Caesar and The Romans,Hully Gully Again,,
17140,The Bobbettes,I Don't Like It Like That,,
17141,The Chordettes,Faraway Star,False,13.0
17142,The Velvets featuring Virgil Johnson,Laugh,False,1.0
17143,Jack Ross,Happy Jose (Ching-Ching),,
17144,Bobby Rydell,Lose Her,,
17145,The Highwaymen,I'm On My Way,,
17146,Bruce Channel,Number One Man,,
17147,Bobby Darin,I Found A New Baby,False,9.0
17148,Booker T. & The MG's,Jellybread,False,5.0
17149,Nat King Cole,Nothing Goes Up (Without Coming Down),,
17150,The Hippies (Formerly The Tams),Memory Lane,,
17151,Wilson Pickett,If You Need Me,False,25.0
17152,The Righteous Brothers,Little Latin Lupe Lu,False,32.0
17153,Johnny Cymbal,Dum Dum Dee Dum,False,9.0
17154,Gene McDaniels,It's A Lonely Town (Lonely Without You),,
17155,Ben E. King,I Could Have Danced All Night,False,6.0
17156,Allan Sherman,"Hello Mudduh, Hello Fadduh! (A Letter From Camp) (New 1964 Version)",,
17157,Brook Benton,Lumberjack,False,3.0
17158,The Hullaballoos,I'm Gonna Love You Too,False,7.0
17159,Wayne Newton,I'll Be With You In Apple Blossom Time,False,9.0
17160,Mary Wells,He's A Lover,,
17161,The Righteous Brothers,Hung On You,False,24.0
17162,Johnny Thunder,Everybody Do The Sloopy,,
17163,The Righteous Brothers,Georgia On My Mind,False,20.0
17164,Deon Jackson,Love Takes A Long Time Growing,,
17165,Tom Jones,Not Responsible,False,27.0
17166,Leroy Pullins,I'm A Nut,,
17167,Marvin Gaye,"Little Darling, I Need You",False,32.0
17168,The Shadows Of Knight,I'm Gonna Make You Mine,False,21.0
17169,New Colony Six,Love You So Much,False,14.0
17170,The Seeds,Mr. Farmer,False,35.0
17171,Ronnie Dove,My Babe,False,3.0
17172,Bob Dylan,Leopard-Skin Pill-Box Hat,,
17173,Brook Benton,Laura (Tell Me What He's Got That I Ain't Got),,
17174,Bobby Vee And The Strangers,Maybe Just Today,,
17175,Bee Gees,Jumbo,False,17.0
17176,Guy Marks,Loving You Has Made Me Bananas,False,11.0
17177,The Box Tops,I Shall Be Released,False,13.0
17178,Jay & The Americans,Hushabye,False,19.0
17179,Archie Bell & The Drells,Girl You're Too Young,False,12.0
17180,The New Colony Six,I Want You To Know,,
17181,R.B. Greaves,Fire & Rain,,
17182,Johnny Rivers,Into The Mystic,False,8.0
17183,Feather,Friends,False,0.0
17184,The Electric Express,It's The Real Thing - Pt. I,,
17185,Elvis Presley,It's Only Love,False,30.0
17186,Barbra Streisand,Mother,False,17.0
17187,"Traffic, Etc.",Gimme Some Lovin'-Pt. 1,,
17188,"Blood, Sweat & Tears","Lisa, Listen To Me",False,23.0
17189,Helen Reddy,No Sad Song,False,14.0
17190,Dionne Warwicke,If We Only Have Love,,
17191,Joan Baez,In The Quiet Morning,False,20.0
17192,The Allman Brothers Band,Melissa,False,61.0
17193,Glen Campbell,I Will Never Pass This Way Again,False,8.0
17194,The Guess Who,Follow Your Daughter Home,False,22.0
17195,Sonny & Cher,"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",,
17196,Curtis Mayfield,If I Were Only A Child Again,False,14.0
17197,The Allman Brothers Band,Jessica,False,64.0
17198,NRBQ,Get That Gasoline Blues,,
17199,David Essex,Lamplight,False,19.0
17200,C.W. McCall,Old Home Filler-up An' Keep On-a-truckin' Cafe,,
17201,Ray Stevens,Moonlight Special,False,7.0
17202,Anne Murray,Just One Look,False,10.0
17203,Roy Rogers,"Hoppy, Gene And Me",,
17204,"Ramsey Lewis And Earth, Wind & Fire",Hot Dawgit,False,18.0
17205,Flash Cadillac And The Continental Kids,"Good Times, Rock & Roll",False,8.0
17206,"Ecstasy, Passion & Pain",One Beautiful Day,False,2.0
17207,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,Jam Band,False,5.0
17208,Jethro Tull,Minstrel In The Gallery,False,36.0
17209,Jim Stafford,Jasper,,
17210,Bachman-Turner Overdrive,Gimme Your Money Please,False,31.0
17211,Ringo Starr,Hey Baby,False,12.0
17212,Little River Band,I'll Always Call Your Name,False,31.0
17213,Linda Ronstadt,Lose Again,False,24.0
17214,Vicki Sue Robinson,Hold Tight,False,3.0
17215,Burton Cummings,My Own Way To Rock,False,21.0
17216,Merle Haggard,From Graceland To The Promised Land,False,10.0
17217,Marilyn Scott,God Only Knows,,
17218,Kellee Patterson,"If It Don't Fit, Don't Force It",,
17219,Kristy And Jimmy McNichol,He's So Fine,,
17220,Jimmy Buffett,Livingston Saturday Night,False,26.0
17221,Wendy Waldman,Long Hot Summer Nights,False,0.0
17222,Electric Light Orchestra,It's Over,False,49.0
17223,Jefferson Starship,Light The Sky On Fire,False,28.0
17224,John Paul Young,Lost In Your Love,False,14.0
17225,Frankie Valli,Fancy Dancer,,
17226,Stonebolt,Love Struck,,
17227,Brooklyn Dreams,Make It Last,False,3.0
17228,Arpeggio,Love And Desire (Part I),,
17229,Euclid Beach Band,I Need You,False,11.0
17230,Leif Garrett,Feel The Need,False,16.0
17231,Edwin Starr,H.a.p.p.y. Radio,False,15.0
17232,Leif Garrett,Memorize Your Number,False,16.0
17233,April Wine,I Like To Rock,False,42.0
17234,Debbie Jacobs,High On Your Love,,
17235,Toby Beau,If I Were You,,
17236,Hotel,Half Moon Silver,False,3.0
17237,Tierra,Memories,False,11.0
17238,Phoebe Snow,"Mercy, Mercy, Mercy",False,11.0
17239,Sister Sledge,Next Time You'll Know,False,16.0
17240,Arlan Day,I Surrender,,
17241,Petula Clark,Natural Love,,
17242,Aurra,Make Up Your Mind,False,30.0
17243,Smokey Robinson,Old Fashioned Love,False,8.0
17244,707,Mega Force,False,20.0
17245,Axe,Now Or Never,False,18.0
17246,John Schneider,In The Driver's Seat,False,24.0
17247,Josie Cotton,He Could Be The One,False,25.0
17248,Utopia,Feet Don't Fail Me Now,False,12.0
17249,Wall Of Voodoo,Mexican Radio,False,45.0
17250,Maze Featuring Frankie Beverly,Love Is The Key,False,30.0
17251,Eddy Grant,I Don't Wanna Dance,False,30.0
17252,U2,I Will Follow,False,60.0
17253,Tiggi Clay,Flashes,,
17254,Cherelle,I Didn't Mean To Turn You On,,
17255,INXS,I Send A Message,False,25.0
17256,Eugene Wilde,Gotta Get You Home Tonight,False,45.0
17257,John Parr,Magical,False,8.0
17258,Eddie & The Tide,One In A Million,False,15.0
17259,Mai Tai,Female Intuition,False,20.0
17260,Stevie Wonder,Land Of La La,False,26.0
17261,Pet Shop Boys,Love Comes Quickly,False,41.0
17262,Belinda Carlisle,I Feel The Magic,False,13.0
17263,Tiffany,Feelings Of Forever,False,25.0
17264,SaFire,Gonna Make It,,
17265,The Outfield,My Paradise,False,40.0
17266,Young M.C.,I Come Off,,
17267,Chicago,"Hearts In Trouble (From ""Days Of Thunder"")",False,14.0
17268,Cut 'N' Move,Get Serious,False,37.0
17269,Nice & Smooth,Old To The New,False,23.0
17270,Bon Jovi,Lie To Me/Something For The Pain,,
17271,Lisa Stansfield,"Never, Never Gonna Give You Up",False,51.0
17272,Dixie Chicks,I Can Love You Better,False,53.0
17273,Sixpence None The Richer,Kiss Me,False,78.0
17274,Luis Fonsi,Nada Es Para Siempre,False,55.0
17275,RKM & Ken-Y,Down,False,51.0
17276,Pat Green,Feels Just Like It Should,False,36.0
17277,AnnaSophia Robb,Keep Your Mind Wide Open,False,24.0
17278,Zac Efron & Vanessa Anne Hudgens,Everyday,,
17279,Spice Girls,Headlines (Friendship Never Ends),False,40.0
17280,Sam Adams,Driving Me Crazy,,
17281,Glee Cast Featuring Kristin Chenoweth,Home,False,55.0
17282,Coldplay,Moving To Mars,False,40.0
17283,Lil Wayne,Nightmares Of The Bottom,True,54.0
17284,David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,False,44.0
17285,Glee Cast,Glad You Came,False,47.0
17286,Britt Nicole,Gold,False,53.0
17287,Glen Campbell,I'm Not Gonna Miss You,False,36.0
17288,Sheppard,Geronimo,False,63.0
17289,Sam Smith,Have Yourself A Merry Little Christmas,False,88.0
17290,Justin Bieber,Get Used To It,False,58.0
17291,Jordan Smith & Adam Levine,God Only Knows,False,34.0
17292,Ed Sheeran,Eraser,False,67.0
17293,Paramore,Hard Times,False,73.0
17294,JAY-Z,Marcy Me,True,60.0
17295,Lil Uzi Vert,No Sleep Leak,True,62.0
17296,Huncho Jack,Motorcycle Patches,True,68.0
17297,Jason Mraz,Have It All,False,69.0
17298,Zedd & Elley Duhe,Happy Now,False,81.0
17299,"Marshmello, Tyga & Chris Brown",Light It Up,True,72.0
17300,Joe Turner,Honey Hush,False,28.0
17301,Nat King Cole,If I Knew,False,4.0
17302,Chuck Jackson,Mr. Pride,False,0.0
17303,Jerry Wallace,Life's A Holiday,False,1.0
17304,Frank Sinatra,Granada,False,20.0
17305,The Miracles,Mighty Good Lovin',False,14.0
17306,The Spinners,Love (I'm So Glad) I Found You,,
17307,The Marcels,My Melancholy Baby,False,13.0
17308,The Supremes,Let Me Go The Right Way,False,18.0
17309,Pat Boone,Meditation (Meditacao),,
17310,"Dave ""Baby"" Cortez",Hot Cakes! 1st Serving,,
17311,Jim Reeves,Guilty,False,21.0
17312,Billy Abbott And The Jewels,Groovy Baby,False,4.0
17313,Johnny Tillotson,Funny How Time Slips Away,False,18.0
17314,Ray Charles,No One To Cry To,,
17315,Ben E. King,It's All Over,False,12.0
17316,Jerry Lee Lewis,High Heel Sneakers,False,10.0
17317,The Uniques Featuring Joe Stampley,Not Too Long Ago,False,9.0
17318,Jimmy McCracklin,"Every Night, Every Day",False,1.0
17319,The Impressions,Just One Kiss From You,False,7.0
17320,Bobby Bland,I'm Too Far Gone (To Turn Around),False,6.0
17321,The Righteous Brothers,He Will Break Your Heart,False,16.0
17322,Claudine Longet,"Hello, Hello",False,7.0
17323,Harvey Scales,Get Down,False,2.0
17324,Lulu,"Me, The Peaceful Heart",False,3.0
17325,The Mamas & The Papas,For The Love Of Ivy,False,34.0
17326,The Dells,I Miss You,False,14.0
17327,O.C. Smith,La La Peace Song,False,7.0
17328,The First Class,Dreams Are Ten A Penny,False,6.0
17329,Wild Cherry,I Love My Music,False,18.0
17330,Karen Young,Hot Shot,False,33.0
17331,Rick James,High On Your Love Suite,False,27.0
17332,Fabulous Poodles,Mirror Star,False,11.0
17333,The Boomtown Rats,I Don't Like Mondays,False,64.0
17334,"Joe ""Bean"" Esposito","Lady, Lady, Lady",False,52.0
17335,Melissa Manchester,No One Can Love You More Than Me,False,15.0
17336,Go West,Eye To Eye,False,26.0
17337,Billy Squier,Love Is The Hero,False,20.0
17338,Eight Seconds,Kiss You (When It's Dangerous),False,33.0
17339,Rob Jungklas,Make It Mean Something,False,9.0
17340,Glen Burtnick,Follow You,,
17341,Samantha Fox,Nothing's Gonna Stop Me Now,False,42.0
17342,B Angie B,I Don't Want To Lose Your Love,False,21.0
17343,Crowded House,Fall At Your Feet,False,62.0
17344,Nine Inch Nails,March Of The Pigs,True,49.0
17345,For Real,Like I Do,False,14.0
17346,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One","Men Of Steel (From ""Steel"")",,
17347,The Game Featuring Keyshia Cole,Game's Pain,True,48.0
17348,Enrique Iglesias,Lloro Por Ti,False,56.0
17349,Diddy - Dirty Money Featuring Drake,Loving You No More,False,42.0
17350,A Rocket To The Moon,Like We Used To,False,60.0
17351,Roscoe Dash,Good Good Night,True,44.0
17352,The Black Keys,Lonely Boy,False,74.0
17353,Glee Cast,Let Me Love You (Until You Learn To Love Yourself),False,55.0
17354,Danielle Bradbery,"Heads Carolina, Tails California",False,32.0
17355,Chris Brown,Little More (Royalty),False,55.0
17356,Zedd & Liam Payne,Get Low,False,66.0
17357,Romeo Santos,Imitadora,False,75.0
17358,Lil Baby,Global,True,62.0
17359,Cody Johnson,On My Way To You,False,69.0
17360,Juice WRLD,Flaws And Sins,True,76.0
17361,PnB Rock & XXXTENTACION,Middle Child,True,75.0
17362,Ray Price,Invitation To The Blues,False,35.0
17363,Bill Doggett,Hold It,False,7.0
17364,The Tommy Dorsey Orchestra Starring Warren Covington,I Want To Be Happy Cha Cha,,
17365,Pat Boone,Good Rockin' Tonight,,
17366,Thomas Wayne With the Delons,Eternally,,
17367,Don French,Lonely Saturday Night,,
17368,Perry Como,I Know,False,34.0
17369,Ruth Brown,I Don't Know,False,43.0
17370,Ray Peterson,Goodnight My Love (Pleasant Dreams),,
17371,Brook Benton,Hither And Thither And Yon,False,4.0
17372,Johnny Cash,Honky-Tonk Girl,,
17373,Damita Jo,Keep Your Hands Off Of Him,False,2.0
17374,The Playmates,Little Miss Stuck-Up,,
17375,The Capris,Girl In My Dreams,False,1.0
17376,Troy Shondell,Island In The Sky,False,0.0
17377,Bobby Vee,I Can't Say Goodbye,False,3.0
17378,Paul Petersen,Keep Your Love Locked (Deep In Your Heart),,
17379,Jackie Wilson,I Just Can't Help It,False,6.0
17380,Tommy Boyce,I'll Remember Carol,False,1.0
17381,Jimmy Dean,Gonna Raise A Rukus Tonight,,
17382,Skeeter Davis,How Much Can A Lonely Heart Stand,False,7.0
17383,The Butterflys,Good Night Baby,,
17384,Jewel Akens,Georgie Porgie,False,1.0
17385,Bobby Goldsboro,If You've Got A Heart,False,16.0
17386,Little Richard,I Don't Know What You've Got But It's Got Me - Part I,,
17387,Bud Shank,Michelle,False,5.0
17388,Jimmy McCracklin,My Answer,False,1.0
17389,The Artistics,Girl I Need You,False,6.0
17390,The Elgins,It's Been A Long Long Time,False,18.0
17391,Ruby Andrews,Hey Boy Take A Chance On Love,False,0.0
17392,Bobby Taylor & The Vancouvers,I Am Your Man,False,11.0
17393,Mama Cass,"Move In A Little Closer, Baby",,
17394,Duke Baxter,Everybody Knows Matilda,,
17395,The Jaggerz,I Call My Baby Candy,False,2.0
17396,The Hollies,Magic Woman Touch,False,29.0
17397,Merle Haggard And The Strangers,Everybody's Had The Blues,False,26.0
17398,Dolly Parton,Jolene,False,76.0
17399,The Deadly Nightshade,"Mary Hartman, Mary Hartman",,
17400,The Emotions,I Don't Wanna Lose Your Love/Flowers,,
17401,Atlanta Rhythm Section,Georgia Rhythm,False,35.0
17402,Lindsey Buckingham,Holiday Road,False,55.0
